"new.article.id","year","journal","pmid","author","title","abstract","url"
"X5884","%D 2008","%B J Chir (Paris)","%M 19106867","%A Sockeel, P.","%T [The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?]","%X Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients.|We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007.|Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.|Suicide bombing in crowded locations near an evacuation hospital may overwhelm the medical resources of the receiving center. It has been referred to as ""The Main Gate Syndrome."" We introduced the novel concept of a semi-evacuation hospital or receiving center where a second surgical triage was carried out. These exceptional circumstances require open-minded flexibility, a tailored approach, and close cooperation between surgeons and anesthetists to share experience, opinions, and ideas. In the setting of mass casualties, emergency ultrasound exam was shown to be a valuable and effective tool by virtue of its mobility, reproducibility, and immediate results.","%U https://www.ncbi.nlm.nih.gov/pubmed/19106867"
"X5932","%D 2021","%B Psychol Serv","%M 31916811","%A Stanley, I. H.","%T The intersection of PTSD symptoms and firearm storage practices within a suicide prevention framework: Findings from a U.S. Army National Guard sample","%X Soldiers in the U.S. Army National Guard are at elevated risk for suicide compared to soldiers in the other components. Most suicides by military service members, including members of the U.S. Army National Guard, are enacted with personal firearms. The unsafe storage of firearms is associated with increased risk for death by suicide. Therefore, efforts to elucidate modifiable factors associated with unsafe firearm storage have the potential to inform military suicide prevention efforts. PTSD hyperarousal symptoms are characterized in part by a heightened sense of being ""on guard"" for potential dangers and might contribute to an increased likelihood of storing firearms unsafely. This study sought to examine if more severe PTSD hyperarousal symptoms are associated with greater unsafe firearm storage practices. Participants were 327 U.S. Army National Guard personnel (%Z Stanley, Ian H","%U https://www.ncbi.nlm.nih.gov/pubmed/31916811"
"X5962","%D 2018","%B J Clin Psychiatry","%M 28541647","%A Stein, M. B.","%T Childhood Maltreatment and Lifetime Suicidal Behaviors Among New Soldiers in the US Army: Results From the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X Understanding suicide risk is a priority for the US military. We aimed to estimate associations of childhood maltreatment with pre-enlistment suicidal behaviors in new Army soldiers.|Cross-sectional survey data from 38,237 soldiers reporting for basic training from April 2011 through November 2012 were analyzed. Scales assessing retrospectively reported childhood abuse and neglect were derived and subjected to latent class analysis, which yielded 5 profiles: No Maltreatment, Episodic Emotional Maltreatment, Frequent Emotional/Physical Maltreatment, Episodic Emotional/Sexual Abuse, and Frequent Emotional/Physical/Sexual Maltreatment. Discrete-time survival analysis was used to estimate associations of maltreatment profiles with suicidal behaviors (assessed with a modified Columbia-Suicide Severity Rating Scale), adjusting for sociodemographics and mental disorders.|Nearly 1 in 5 new soldiers was classified as experiencing childhood maltreatment. Relative to No Maltreatment, all multivariate maltreatment profiles were associated (P values < .001) with elevated odds of lifetime suicidal ideation (adjusted odds ratios [AORs] = 3.10-4.93), plan (AORs = 3.75-10.77), attempt (AORs = 3.60-15.95), and onset of plan among those with ideation (AORs = 1.40-3.10). Several profiles also predicted attempts among those with plans (AORs = 2.01-2.47), and Frequent Emotional/Physical/Sexual Maltreatment predicted unplanned attempts among ideators (AOR = 5.32). Adjustment for mental disorders attenuated but did not eliminate these associations.|Childhood maltreatment is strongly associated with suicidal behavior among new soldiers, even after adjusting for intervening mental disorders. Among soldiers with lifetime ideation, certain maltreatment profiles are associated with elevated odds of subsequently planning and/or attempting suicide. Focus on childhood maltreatment might reveal avenues for risk reduction among new soldiers.","%U https://www.ncbi.nlm.nih.gov/pubmed/28541647"
"X6021","%D 2019","%B Psychiatry","%M 31566520","%A Stokes, C. M.","%T Risk Factors and Timing of Suicide Attempts among US Army Reserve Component Soldiers during Deployment to the Afghanistan and Iraq Wars: Results from Army Study to Assess Risk and Resilience in Servicemembers","%X: During the wars in Afghanistan and Iraq, suicidal behaviors increased among U.S. Army soldiers. Although Reserve Component (RC) soldiers (National Guard and Army Reserve) comprise approximately one third of those deployed in support of the wars, few studies have examined suicidal behaviors among these ""citizen-soldiers"". The objective of this study is to examine suicide attempt risk factors and timing among RC enlisted soldiers.","%U https://www.ncbi.nlm.nih.gov/pubmed/31566520"
"X6139","%D 2015","%B Psychol Med","%M 25359554","%A Street, A. E.","%T Understanding the elevated suicide risk of female soldiers during deployments","%X The Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) has found that the proportional elevation in the US Army enlisted soldier suicide rate during deployment (compared with the never-deployed or previously deployed) is significantly higher among women than men, raising the possibility of gender differences in the adverse psychological effects of deployment.|Person-month survival models based on a consolidated administrative database for active duty enlisted Regular Army soldiers in 2004-2009 (n = 975,057) were used to characterize the gender Ã— deployment interaction predicting suicide. Four explanatory hypotheses were explored involving the proportion of females in each soldier's occupation, the proportion of same-gender soldiers in each soldier's unit, whether the soldier reported sexual assault victimization in the previous 12 months, and the soldier's pre-deployment history of treated mental/behavioral disorders.|The suicide rate of currently deployed women (14.0/100,000 person-years) was 3.1-3.5 times the rates of other (i.e. never-deployed/previously deployed) women. The suicide rate of currently deployed men (22.6/100,000 person-years) was 0.9-1.2 times the rates of other men. The adjusted (for time trends, sociodemographics, and Army career variables) female:male odds ratio comparing the suicide rates of currently deployed v. other women v. men was 2.8 (95% confidence interval 1.1-6.8), became 2.4 after excluding soldiers with Direct Combat Arms occupations, and remained elevated (in the range 1.9-2.8) after adjusting for the hypothesized explanatory variables.|These results are valuable in excluding otherwise plausible hypotheses for the elevated suicide rate of deployed women and point to the importance of expanding future research on the psychological challenges of deployment for women.","%U https://www.ncbi.nlm.nih.gov/pubmed/25359554"
"X6279","%D 2022","%B Psychol Med","%M 35979895","%A Taylor, C. T.","%T Social network size and personality traits independently and prospectively predict distress disorders and suicidal behavior in U.S. Army soldiers","%X Personality traits (e.g. neuroticism) and the social environment predict risk for internalizing disorders and suicidal behavior. Studying these characteristics together and prospectively within a population confronted with high stressor exposure (e.g. U.S. Army soldiers) has not been done, yet could uncover unique and interactive predictive effects that may inform prevention and early intervention efforts.|Five broad personality traits and social network size were assessed via self-administered questionnaires among experienced soldiers preparing for deployment (|Among the personality traits, elevated neuroticism was consistently associated with increased mental health risk following deployment. Small social networks were also associated with increased mental health risk following deployment, beyond the variance accounted for by personality. Limited support was found for social network size moderating the association between personality and mental health outcomes. Small social networks also predicted distress disorders and suicidal behavior 5 years following enlistment, whereas unique effects of personality traits on these more distal outcomes were rare.|Heightened neuroticism and small social networks predict a greater risk for negative mental health sequelae, especially following deployment. Social ties may mitigate adverse impacts of personality traits on psychopathology in some contexts. Early identification and targeted intervention for these distinct, modifiable factors may decrease the risk of distress disorders and suicidal behavior.","%U https://www.ncbi.nlm.nih.gov/pubmed/35979895"
"X6318","%D 2019","%B Psychol Med","%M 30131080","%A Turner, B. J.","%T Non-suicidal self-injury prevalence, course, and association with suicidal thoughts and behaviors in two large, representative samples of US Army soldiers","%X Non-suicidal self-injury (NSSI) prospectively predicts suicidal thoughts and behaviors in civilian populations. Despite high rates of suicide among US military members, little is known about the prevalence and course of NSSI, or how NSSI relates to suicidal thoughts and behaviors, in military personnel.|We conducted secondary analyses of two representative surveys of active-duty soldiers (N = 21 449) and newly enlisted soldiers (N = 38 507) from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS).|The lifetime prevalence of NSSI is 6.3% (1.2% 12-month prevalence) in active-duty soldiers and 7.9% (1.3% 12-month prevalence) in new soldiers. Demographic risk factors for lifetime NSSI include female sex, younger age, non-Hispanic white ethnicity, never having married, and lower educational attainment. The association of NSSI with temporally primary internalizing and externalizing disorders varies by service history (new v. active-duty soldiers) and gender (men v. women). In both active-duty and new soldiers, NSSI is associated with increased odds of subsequent onset of suicidal ideation [adjusted odds ratio (OR) = 1.66-1.81] and suicide attempts (adjusted OR = 2.02-2.43), although not with the transition from ideation to attempt (adjusted OR = 0.92-1.36). Soldiers with a history of NSSI are more likely to have made multiple suicide attempts, compared with soldiers without NSSI.|NSSI is prevalent among US Army soldiers and is associated with significantly increased odds of later suicidal thoughts and behaviors, even after NSSI has resolved. Suicide risk assessments in military populations should screen for history of NSSI.","%U https://www.ncbi.nlm.nih.gov/pubmed/30131080"
"X6362","%D 2014","%B Psychiatry","%M 24865195","%A Ursano, R. J.","%T The Army study to assess risk and resilience in servicemembers (Army STARRS)","%X IMPORTANCE/OBJECTIVE: Although the suicide rate in the U.S. Army has traditionally been below age-gender matched civilian rates, it has climbed steadily since the beginning of the Iraq and Afghanistan conflicts and since 2008 has exceeded the demographically matched civilian rate. The Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) is a multicomponent epidemiological and neurobiological study designed to generate actionable evidence-based recommendations to reduce Army suicides and increase knowledge about risk and resilience factors for suicidality and its psychopathological correlates. This paper presents an overview of the Army STARRS component study designs and of recent findings. DESIGN/SETTING/PARTICIPANTS/INTERVENTION: Army STARRS includes six main component studies: (1) the Historical Administrative Data Study (HADS) of Army and Department of Defense (DoD) administrative data systems (including records of suicidal behaviors) for all soldiers on active duty 2004-2009 aimed at finding administrative record predictors of suicides; (2) retrospective case-control studies of fatal and nonfatal suicidal behaviors (each planned to have n = 150 cases and n = 300 controls); (3) a study of new soldiers (n = 50,765 completed surveys) assessed just before beginning basic combat training (BCT) with self-administered questionnaires (SAQ), neurocognitive tests, and blood samples; (4) a cross-sectional study of approximately 35,000 (completed SAQs) soldiers representative of all other (i.e., exclusive of BCT) active duty soldiers; (5) a pre-post deployment study (with blood samples) of soldiers in brigade combat teams about to deploy to Afghanistan (n = 9,421 completed baseline surveys), with sub-samples assessed again one, three, and nine months after returning from deployment; and (6) a pilot study to follow-up SAQ respondents transitioning to civilian life. Army/DoD administrative data are being linked prospectively to the large-scale survey samples to examine predictors of subsequent suicidality and related mental health outcomes.|Measures (self-report and administratively recorded) of suicidal behaviors and their psychopathological correlates.|Component study cooperation rates are comparatively high. Sample biases are relatively small. Inefficiencies introduced into parameter estimates by using nonresponse adjustment weights and time-space clustering are small. Initial findings show that the suicide death rate, which rose over 2004-2009, increased for those deployed, those never deployed, and those previously deployed. Analyses of administrative records show that those deployed or previously deployed were at greater suicide risk. Receiving a waiver to enter the Army was not associated with increased risk. However, being demoted in the past two years was associated with increased risk. Time in current deployment, length of time since return from most recent deployment, total number of deployments, and time interval between most recent deployments (known as dwell time) were not associated with suicide risk. Initial analyses of survey data show that 13.9% of currently active non-deployed regular Army soldiers considered suicide at some point in their lifetime, while 5.3% had made a suicide plan, and 2.4% had attempted suicide. Importantly, 47-60% of these outcomes first occurred prior to enlistment. Prior mental disorders, in particular major depression and intermittent explosive disorder, were the strongest predictors of these self-reported suicidal behaviors. Most onsets of plans-attempts among ideators (58.3-63.3%) occurred within the year of onset of ideation. About 25.1% of non-deployed U.S. Army personnel met 30-day criteria for a DSM-IV anxiety, mood, disruptive behavior, or substance disorder (15.0% an internalizing disorder; 18.4% an externalizing disorder) and 11.1% for multiple disorders. Importantly, three-fourths of these disorders had pre-enlistment onsets.|Integration across component studies creates strengths going well beyond those in conventional applications of the same individual study designs. These design features create a strong methodological foundation from which Army STARRS can pursue its substantive research goals. The early findings reported here illustrate the importance of the study and its approach as a model of studying rare events particularly of national security concern. Continuing analyses of the data will inform suicide prevention for the U.S. Army.","%U https://www.ncbi.nlm.nih.gov/pubmed/24865195"
"X6450","%D 2015","%B Depress Anxiety","%M 25338964","%A Ursano, R. J.","%T Prevalence and correlates of suicidal behavior among new soldiers in the U.S. Army: results from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X The prevalence of suicide among U.S. Army soldiers has risen dramatically in recent years. Prior studies suggest that most soldiers with suicidal behaviors (i.e., ideation, plans, and attempts) had first onsets prior to enlistment. However, those data are based on retrospective self-reports of soldiers later in their Army careers. Unbiased examination of this issue requires investigation of suicidality among new soldiers.|The New Soldier Study (NSS) of the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) used fully structured self-administered measures to estimate preenlistment histories of suicide ideation, plans, and attempts among new soldiers reporting for Basic Combat Training in 2011-2012. Survival models examined sociodemographic correlates of each suicidal outcome.|Lifetime prevalence estimates of preenlistment suicide ideation, plans, and attempts were 14.1, 2.3, and 1.9%, respectively. Most reported onsets of suicide plans and attempts (73.3-81.5%) occurred within the first year after onset of ideation. Odds of these lifetime suicidal behaviors among new soldiers were positively, but weakly associated with being female, unmarried, religion other than Protestant or Catholic, and a race/ethnicity other than non-Hispanic White, non-Hispanic Black, or Hispanic.|Lifetime prevalence estimates of suicidal behaviors among new soldiers are consistent with retrospective reports of preenlistment prevalence obtained from soldiers later in their Army careers. Given that prior suicidal behaviors are among the strongest predictors of later suicides, consideration should be given to developing methods of obtaining valid reports of preenlistment suicidality from new soldiers to facilitate targeting of preventive interventions.","%U https://www.ncbi.nlm.nih.gov/pubmed/25338964"
"X6598","%D 2015","%B Psychiatry","%M 26168022","%A Ursano, R. J.","%T Nonfatal Suicidal Behaviors in U.S. Army Administrative Records, 2004-2009: Results from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X Although the U.S. Army suicide rate is known to have risen sharply over the past decade, information about medically documented, nonfatal suicidal behaviors is far more limited. Here we examine trends and sociodemographic correlates of suicide attempts, suspicious injuries, and suicide ideation among regular Army soldiers.|Data come from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) Historical Administrative Data Study (HADS), which integrates administrative records for all soldiers on active duty during the years 2004 through 2009 (n = 1.66 million).|We identified 21,740 unique regular Army soldiers with a nonfatal suicidal event documented at some point during the HADS study period. There were substantial increases in the annual incidence rates of suicide attempts (179-400/100,000 person-years) and suicide ideation (557-830/100,000 person-years), but not suspicious injuries. Using hierarchical classification rules to identify the first instance of each soldier's most severe behavior, we found increased risk of all outcomes among those who were female, non-Hispanic White, never married, lower-ranking enlisted, less educated, and of younger age when entering Army service. These sociodemographic associations significantly differed across outcomes, despite some patterns that appear similar.|Results provide a broad overview of nonfatal suicidal trends in the U.S. Army during 2004 through 2009 and demonstrate that integration of multiple administrative data systems enriches analysis of the predictors of such events.","%U https://www.ncbi.nlm.nih.gov/pubmed/26168022"
"X6659","%D 2018","%B JAMA Psychiatry","%M 29710270","%A Ursano, R. J.","%T Associations of Time-Related Deployment Variables With Risk of Suicide Attempt Among Soldiers: Results From the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X There has been limited systematic examination of whether risk of suicide attempt (SA) among US Army soldiers is associated with time-related deployment variables, such as time in service before first deployment, duration of first deployment, and dwell time (DT) (ie, length of time between deployments).|To examine the associations of time-related deployment variables with subsequent SA among soldiers who had deployed twice.|Using administrative data from January 1, 2004, through December 31, 2009, this longitudinal, retrospective cohort study identified person-month records of active-duty Regular Army enlisted soldiers who had served continuously in the US Army for at least 2 years and deployed exactly twice. The dates of analysis were March 1 to December 1, 2017. There were 593 soldiers with a medically documented SA during or after their second deployment. An equal-probability sample of control person-months was selected from other soldiers with exactly 2 deployments (nâ€‰=â€‰19â€¯034). Logistic regression analyses examined the associations of time in service before first deployment, duration of first deployment, and DT with subsequent SA.|Suicide attempts during or after second deployment were identified using US Department of Defense Suicide Event Report records and International Classification of Diseases, Ninth Revision, Clinical Modification E950 to E958 diagnostic codes. Independent variables were constructed from US Army personnel records.|Among 593 SA cases, most were male (513 [86.5%]), white non-Hispanic (392 [66.1%]), at least high school educated (477 [80.4%]), currently married (398 [67.1%]), and younger than 21 years when they entered the US Army (384 [64.8%]). In multivariable models adjusting for sociodemographics, service-related characteristics, and previous mental health diagnosis, odds of SA during or after second deployment were higher among soldiers whose first deployment occurred within the first 12 months of service vs after 12 months (odds ratio, 2.0; 95% CI, 1.6-2.4) and among those with a DT of 6 months or less vs longer than 6 months (odds ratio, 1.6; 95% CI, 1.2-2.0). Duration of first deployment was not associated with subsequent SA. Analysis of 2-way interactions indicated that the associations of early deployment and DT with SA risk were not modified by other characteristics. Multivariable population-attributable risk proportions were 14.2% for deployment within the first 12 months of service and 4.0% for DT of 6 months or less.|Time in service before first deployment and DT are modifiable risk factors for SA risk among soldiers.","%U https://www.ncbi.nlm.nih.gov/pubmed/29710270"
"X6718","%D 2017","%B JAMA Psychiatry","%M 28746705","%A Ursano, R. J.","%T Risk of Suicide Attempt Among Soldiers in Army Units With a History of Suicide Attempts","%X Mental health of soldiers is adversely affected by the death and injury of other unit members, but whether risk of suicide attempt is influenced by previous suicide attempts in a soldier's unit is unknown.|To examine whether a soldier's risk of suicide attempt is influenced by previous suicide attempts in that soldier's unit.|Using administrative data from the Army Study to Assess Risk and Resilience in Servicemembers (STARRS), this study identified person-month records for all active-duty, regular US Army, enlisted soldiers who attempted suicide from January 1, 2004, through December 31, 2009 (nâ€‰=â€‰9650), and an equal-probability sample of control person-months (nâ€‰=â€‰153 528). Data analysis was performed from August 8, 2016, to April 10, 2017.|Logistic regression analyses examined the number of past-year suicide attempts in a soldier's unit as a predictor of subsequent suicide attempt, controlling for sociodemographic features, service-related characteristics, prior mental health diagnosis, and other unit variables, including suicide-, combat-, and unintentional injury-related unit deaths. The study also examined whether the influence of previous unit suicide attempts varied by military occupational specialty (MOS) and unit size.|Of the final analytic sample of 9512 enlisted soldiers who attempted suicide and 151â€¯526 control person-months, most were male (86.4%), 29 years or younger (68.4%), younger than 21 years when entering the army (62.2%), white (59.8%), high school educated (76.6%), and currently married (54.8%). In adjusted models, soldiers were more likely to attempt suicide if 1 or more suicide attempts occurred in their unit during the past year (odds ratios [ORs], 1.4-2.3; Pâ€‰<â€‰.001), with odds increasing as the number of unit attempts increased. The odds of suicide attempt among soldiers in a unit with 5 or more past-year attempts was more than twice that of soldiers in a unit with no previous attempts (OR, 2.3; 95% CI, 2.1-2.6). The association of previous unit suicide attempts with subsequent risk was significant whether soldiers had a combat arms MOS or other MOS (ORs, 1.4-2.3; Pâ€‰<â€‰.001) and regardless of unit size, with the highest risk among those in smaller units (1-40 soldiers) (ORs, 2.1-5.9; Pâ€‰<â€‰.001). The population-attributable risk proportion for 1 or more unit suicide attempts in the past year indicated that, if this risk could be reduced to no unit attempts, 18.2% of attempts would not occur.|Risk of suicide attempt among soldiers increased as the number of past-year suicide attempts within their unit increased for combat arms and other MOSs and for units of any size but particularly for smaller units. Units with a history of suicide attempts may be important targets for preventive interventions.","%U https://www.ncbi.nlm.nih.gov/pubmed/28746705"
"X6850","%D 2017","%B Mil Med","%M 28290945","%A Ursano, R. J.","%T Frequency of Improvised Explosive Devices and Suicide Attempts in the U.S. Army","%X Improvised explosive devices (IEDs) were a prominent and initially new threat in the Iraq and Afghanistan war which raised concerns and anticipatory fear in and out of theater. This study examined the association of monthly IED rates with risk of soldier suicide attempt among those deployed and nondeployed.|Person-month records for all active duty Regular Army suicide attempters from 2004 through 2009 (n = 9,791) and an equal-probability sample of control person-months (n = 183,826) were identified. Logistic regression analyses examined soldiers' risk of attempting suicide as a function of monthly IED frequency, controlling for sociodemographics, service-related characteristics, rate of deployment/redeployment, and combat deaths and injuries. The association of IED frequency with suicide attempt was examined overall and by time in service and deployment status.|Soldiers' risk of suicide attempt increased with increasing numbers of IEDs. Suicide attempt was 26% more likely for each 1,000 IED increase in monthly frequency (odds ratio [OR] = 1.26, 95% confidence interval [CI] = 1.22-1.30). The association of IED frequency with suicide attempt was greater for soldiers in their first 2 years of service (OR = 1.30, 95% CI = 1.25-1.36) than for those with 3 or more years of service (OR = 1.18, 95% CI = 1.12-1.24). Among soldiers in their first 2 years of service, the association was constant, regardless of deployment status (Ï‡|To our knowledge, this is the first study to examine and demonstrate an association between the aggregate frequency of IEDs and risk of suicide attempts among U.S. Army soldiers. This association was observed across deployment status and time in service, and for early-career soldiers in particular. The findings suggest that the threat of new weapons may increase stress burden among soldiers. Targeting risk perception and perceived preparedness, particularly early in a soldier's career, may improve psychological resilience and reduce suicide risk.","%U https://www.ncbi.nlm.nih.gov/pubmed/28290945"
"X6916","%D 2017","%B BMC Psychiatry","%M 28545424","%A Ursano, R. J.","%T Suicide attempts in U.S. Army combat arms, special forces and combat medics","%X The U.S. Army suicide attempt rate increased sharply during the wars in Iraq and Afghanistan. Risk may vary according to occupation, which significantly influences the stressors that soldiers experience.|Using administrative data from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS), we identified person-month records for all active duty Regular Army enlisted soldiers who had a medically documented suicide attempt from 2004 through 2009 (nÂ =Â 9650) and an equal-probability sample of control person-months (nÂ =Â 153,528). Logistic regression analyses examined the association of combat occupation (combat arms [CA], special forces [SF], combat medic [CM]) with suicide attempt, adjusting for socio-demographics, service-related characteristics, and prior mental health diagnosis.|In adjusted models, the odds of attempting suicide were higher in CA (ORÂ =Â 1.2 [95% CI: 1.1-1.2]) and CM (ORÂ =Â 1.4 [95% CI: 1.3-1.5]), but lower in SF (ORÂ =Â 0.3 [95% CI: 0.2-0.5]) compared to all other occupations. CA and CM had higher odds of suicide attempt than other occupations if never deployed (ORsÂ =Â 1.1-1.5) or previously deployed (ORsÂ =Â 1.2-1.3), but not when currently deployed. Occupation was associated with suicide attempt in the first ten years of service, but not beyond. In the first year of service, primarily a time of training, CM had higher odds of suicide attempt than both CA (ORÂ =Â 1.4 [95% CI: 1.2-1.6]) and other occupations (ORÂ =Â 1.5 [95% CI: 1.3-1.7]). Discrete-time hazard functions revealed that these occupations had distinct patterns of monthly risk during the first year of service.|Military occupation can inform the understanding suicide attempt risk among soldiers.","%U https://www.ncbi.nlm.nih.gov/pubmed/28545424"
"X7046","%D 2016","%B JAMA Psychiatry","%M 27224848","%A Ursano, R. J.","%T Risk Factors, Methods, and Timing of Suicide Attempts Among US Army Soldiers","%X Suicide attempts in the US Army have risen in the past decade. Understanding the association between suicide attempts and deployment, as well as method and timing of suicide attempts, can assist in developing interventions.|To examine suicide attempt risk factors, methods, and timing among soldiers currently deployed, previously deployed, and never deployed at the time this study was conducted.|This longitudinal, retrospective cohort study of Regular Army-enlisted soldiers on active duty from 2004 through 2009 used individual-level person-month records to examine risk factors (sociodemographic, service related, and mental health), method, and time of suicide attempt by deployment status (never, currently, and previously deployed). Administrative data for the month before each of 9650 incident suicide attempts and an equal-probability sample of 153â€¯528 control person-months for other soldiers were analyzed using a discrete-time survival framework.|Suicide attempts and career, mental health, and demographic predictors were obtained from administrative and medical records.|Of the 9650 enlisted soldiers who attempted suicide, 86.3% were male, 68.4% were younger than 30 years, 59.8% were non-Hispanic white, 76.5% were high school educated, and 54.7% were currently married. The 40.4% of enlisted soldiers who had never been deployed (nâ€‰=â€‰12â€¯421â€¯294 person-months) accounted for 61.1% of enlisted soldiers who attempted suicide (nâ€‰=â€‰5894 cases). Risk among those never deployed was highest in the second month of service (103 per 100â€¯000 person-months). Risk among soldiers on their first deployment was highest in the sixth month of deployment (25 per 100â€¯000 person-months). For those previously deployed, risk was highest at 5 months after return (40 per 100â€¯000 person-months). Currently and previously deployed soldiers were more likely to attempt suicide with a firearm than those never deployed (currently deployed: OR, 4.0; 95% CI, 2.9-5.6; previously deployed: OR, 2.7; 95% CI, 1.8-3.9). Across deployment status, suicide attempts were more likely among soldiers who were women (currently deployed: OR, 3.4; 95% CI, 3.0-4.0; previously deployed: OR, 1.5; 95% CI, 1.4-1.7; and never deployed: OR, 2.4; 95% CI, 2.3-2.6), in their first 2 years of service (currently deployed: OR, 1.9; 95% CI, 1.5-2.3; previously deployed: OR, 2.2; 95% CI, 1.9-2.7; and never deployed: OR, 3.1; 95% CI, 2.7-3.6), and had a recently received a mental health diagnosis in the previous month (currently deployed: OR, 29.8; 95% CI, 25.0-35.5; previously deployed: OR, 22.2; 95% CI, 20.1-24.4; and never deployed: OR, 15.0; 95% CI, 14.2-16.0). Among soldiers with 1 previous deployment, odds of a suicide attempt were higher for those who screened positive for depression or posttraumatic stress disorder after return from deployment and particularly at follow-up screening, about 4 to 6 months after deployment (depression: OR, 1.4; 95% CI, 1.1-1.9; posttraumatic stress disorder: OR, 2.4; 95% CI, 2.1-2.8).|Identifying the timing and risk factors for suicide attempt in soldiers requires consideration of environmental context, individual characteristics, and mental health. These factors can inform prevention efforts.","%U https://www.ncbi.nlm.nih.gov/pubmed/27224848"
"X7190","%D 2018","%B Psychiatry","%M 30028239","%A Ursano, R. J.","%T Nonfatal Suicidal Behaviors in the Administrative Records of Activated U.S. Army National Guard and Army Reserve Soldiers, 2004-2009","%X The U.S. Army suicide rate increased sharply during the wars in Iraq and Afghanistan. There is limited information about medically documented, nonfatal suicidal behaviors among soldiers in the Army's Reserve Component (RC), which is composed of the Army National Guard and Army Reserve. Here we examine trends and sociodemographic correlates of suicide attempts, suspicious injuries, and suicide ideation among activated RC soldiers.|Data come from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) Historical Administrative Data Study (HADS), which integrates administrative records for all soldiers on active duty for the years 2004 through 2009 (nÂ =Â 1.66 million).|We identified 2,937 unique RC soldiers on active duty with a nonfatal suicidal event documented at some point during the HADS study period. There were increases in the annual incidence rates of suicide attempts (71 to 204/100,000 person-years) and suicide ideation (326 to 425/100,000 person-years). Incidence rates for suspicious injuries also generally increased but were more variable. Using hierarchical classification rules, we identified the first instance of each soldier's most severe behavior (suicide attempt versus suspicious injury versus suicide ideation). For each of those suicide- or injury-related outcomes, we found increased risk among those who were female, younger, non-Hispanic White, less educated, never married, and lower-ranking enlisted. These sociodemographic associations significantly differed across outcomes, although the patterns were similar.|Results provide a broad overview of nonfatal suicidal trends in the RC during the period 2004 through 2009. They also demonstrate that integration of multiple administrative data systems enriches analysis of the predictors of such events.","%U https://www.ncbi.nlm.nih.gov/pubmed/30028239"
"X7247","%D 2020","%B Behav Sleep Med","%M 31738588","%A Vargas, I.","%T Insomnia Symptoms and Suicide-Related Ideation in U.S. Army Service Members","%X: Insomnia has been identified as a key risk factor for suicide, though most studies have been limited to global measures of these constructs. The aim of the present study was to evaluate the link between insomnia symptoms and five different aspects of suicide-related ideation.","%U https://www.ncbi.nlm.nih.gov/pubmed/31738588"
"X7296","%D 2022","%B Psychiatry","%M 35511577","%A Wang, J.","%T Attachment Style and Risk of Suicide Attempt Among New Soldiers in the U.S. Army","%X Among U.S. Army soldiers suicide attempts (SAs) are a significant public health concern, particularly early in service. We examined the association of attachment style with SA and suicide ideation (SI) among U.S. Army soldiers.|We analyzed survey data from new soldiers who participated in the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS). The sample consists of 38,507 soldiers entering Basic Combat Training (BCT) between April 2011 and November 2012. Attachment style (secure, preoccupied, fearful, and dismissing) was assessed using items from the Relationship Questionnaire. Lifetime (pre-enlistment) SA and SI were assessed with a modified Columbia Suicide Severity Rating Scale. Logistic regression analyses examined associations of attachment style with lifetime SA, SI, and attempts among ideators, after adjusting for socio-demographic characteristics.|The secure attachment style was associated with lower odds of SA (ORÂ =Â 0.76, 95% CIÂ =Â 0.63-0.92), whereas preoccupied (ORÂ =Â 4.63, 95% CIÂ =Â 3.83-5.61), fearful (ORÂ =Â 4.08, 95% CIÂ =Â 3.38-4.94), or dismissing (ORÂ =Â 1.56, 95% CIÂ =Â 1.24-1.96) attachment styles were associated with higher odds of SA. Similar results were found for SI. Importantly, both preoccupied (ORÂ =Â 1.67, 95% CIÂ =Â 1.37-2.04) and fearful (ORÂ =Â 1.70, 95% CIÂ =Â 1.38-2.08) attachment were associated with attempts among ideators.|These findings highlight the clinical importance of attachment style in predicting suicidal behavior and as possible targets for intervention. A critical next step is for prospective research to examine whether attachment style predicts future suicidal behavior.","%U https://www.ncbi.nlm.nih.gov/pubmed/35511577"
